url_length,domain_length,num_dots,num_hyphens,num_digits,num_special_chars,has_https,has_ip,has_at_symbol,num_subdomains,label
44,37,5,0,2,0,0,0,0,4,1
50,32,2,3,3,0,0,0,0,0,1
51,16,2,0,4,5,1,0,0,1,0
45,32,2,1,2,1,1,0,1,1,1
59,17,2,0,4,5,1,0,0,1,0
46,38,5,0,2,0,1,0,0,4,1
46,28,2,3,2,0,0,0,0,0,1
29,20,2,0,0,0,1,0,0,1,0
29,16,2,0,0,0,1,0,0,1,0
27,11,1,0,1,0,1,0,0,0,1
55,15,2,0,4,5,1,0,0,1,0
60,11,1,2,7,4,1,0,0,0,1
60,11,1,2,8,4,0,0,0,0,1
24,16,2,0,0,0,1,0,0,1,0
41,15,2,0,4,0,1,0,0,1,0
26,12,1,0,1,0,0,0,0,0,1
44,31,2,1,1,1,1,0,1,1,1
51,12,2,0,4,5,1,0,0,1,0
37,16,2,0,0,0,1,0,0,1,0
67,15,2,0,4,7,1,0,0,1,0
39,18,2,0,0,0,1,0,0,1,0
49,31,2,3,1,0,0,0,0,0,1
54,35,2,3,1,0,1,0,0,0,1
36,10,1,0,4,0,1,0,0,0,0
32,10,2,0,0,0,1,0,0,0,0
37,15,3,0,0,0,1,0,0,1,0
27,14,2,0,0,0,1,0,0,1,0
23,14,2,0,0,0,1,0,0,1,0
20,7,1,0,0,0,1,0,0,0,0
53,18,2,0,0,0,1,0,0,1,0
46,12,4,1,9,0,0,1,0,2,1
50,32,2,3,0,0,0,0,0,0,1
25,11,1,0,1,0,1,0,0,0,1
44,31,2,1,0,1,1,0,1,1,1
43,31,2,1,1,1,0,0,1,1,1
46,34,2,1,1,1,0,0,1,1,1
50,15,2,0,0,0,1,0,0,1,0
36,14,2,0,0,2,1,0,0,1,0
48,14,4,1,11,0,0,1,0,2,1
39,13,2,0,4,0,1,0,0,1,0
20,12,2,0,0,0,1,0,0,1,0
48,12,4,1,9,0,1,1,0,2,1
26,11,1,0,1,0,0,0,0,0,1
46,13,4,1,10,0,1,1,0,2,1
35,19,2,0,0,0,1,0,0,1,0
34,22,2,1,1,1,0,0,1,1,1
32,18,2,0,0,0,1,0,0,1,0
50,32,2,3,1,0,0,0,0,0,1
45,38,5,0,2,0,0,0,0,4,1
46,13,4,1,10,0,0,1,0,2,1
58,46,3,1,1,1,0,0,1,2,1
29,16,2,0,0,0,1,0,0,1,0
56,17,2,0,4,5,1,0,0,1,0
49,31,2,3,2,0,0,0,0,0,1
48,15,4,1,12,0,1,1,0,2,1
46,14,4,1,11,0,0,1,0,2,1
59,12,2,0,4,5,1,0,0,1,0
66,18,3,0,4,5,1,0,0,1,0
24,11,2,0,0,0,1,0,0,1,0
29,15,2,0,0,0,1,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
41,29,2,1,2,1,0,0,1,1,1
19,11,1,0,0,0,1,0,0,0,0
25,17,2,0,0,0,1,0,0,1,0
25,16,2,0,0,0,1,0,0,1,0
32,11,1,0,0,2,0,0,0,0,0
31,16,2,0,0,0,0,0,0,1,0
33,17,2,0,0,0,1,0,0,1,0
45,15,4,1,12,0,0,1,0,2,1
34,18,2,0,0,0,1,0,0,1,0
29,16,2,0,0,0,1,0,0,1,0
54,6,1,2,11,4,1,0,0,0,1
40,27,2,1,2,1,1,0,1,1,1
43,13,4,1,10,0,0,1,0,2,1
26,11,1,0,2,0,0,0,0,0,1
62,11,1,2,9,4,0,0,0,0,1
42,34,5,0,1,0,1,0,0,4,1
39,27,2,1,1,1,0,0,1,1,1
44,18,2,0,4,0,1,0,0,1,0
46,15,4,1,12,0,0,1,0,2,1
38,16,2,0,0,2,1,0,0,1,0
47,29,2,3,0,0,0,0,0,0,1
64,13,1,2,7,4,1,0,0,0,1
27,14,2,0,0,0,1,0,0,1,0
21,13,1,0,0,0,1,0,0,0,0
58,8,1,2,7,4,0,0,0,0,1
24,15,2,0,0,0,1,0,0,1,0
43,27,2,0,0,0,1,0,0,1,0
25,11,1,0,0,0,1,0,0,0,0
35,20,1,1,0,0,0,0,0,0,1
47,13,4,1,10,0,1,1,0,2,1
45,15,4,1,12,0,0,1,0,2,1
50,12,4,1,9,0,0,1,0,2,1
25,10,1,0,1,0,0,0,0,0,1
57,45,3,1,2,1,0,0,1,2,1
23,9,1,0,0,0,1,0,0,0,0
58,11,3,0,4,5,0,0,0,1,0
34,17,1,0,0,0,1,0,0,0,0
43,31,2,1,2,1,0,0,1,1,1
64,17,2,0,4,5,1,0,0,1,0
48,14,4,1,11,0,0,1,0,2,1
63,9,1,2,8,4,1,0,0,0,1
29,14,1,0,1,0,1,0,0,0,1
24,15,2,0,0,0,1,0,0,1,0
40,14,2,0,4,0,1,0,0,1,0
45,38,5,0,1,0,0,0,0,4,1
61,9,1,2,8,4,1,0,0,0,1
38,16,2,0,0,2,1,0,0,1,0
26,13,2,0,0,0,0,0,0,1,0
31,18,2,0,0,0,1,0,0,1,0
52,17,2,0,0,0,1,0,0,1,0
29,12,1,0,0,0,1,0,0,0,0
33,21,2,0,0,0,0,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
40,28,2,1,1,1,0,0,1,1,1
39,17,3,0,0,0,1,0,0,1,0
47,29,2,3,1,0,0,0,0,0,1
46,33,2,1,0,1,1,0,1,1,1
37,15,2,0,0,2,1,0,0,1,0
24,11,1,0,0,0,1,0,0,0,0
39,26,2,1,1,1,1,0,1,1,1
38,16,3,0,0,0,1,0,0,1,0
42,30,2,1,1,1,0,0,1,1,1
54,15,2,0,4,5,1,0,0,1,0
53,13,2,0,4,5,1,0,0,1,0
46,14,4,1,11,0,1,1,0,2,1
40,27,2,1,0,1,1,0,1,1,1
48,16,2,0,4,5,1,0,0,1,0
60,9,1,2,10,4,1,0,0,0,1
56,6,1,2,7,4,0,0,0,0,1
34,18,2,0,0,0,1,0,0,1,0
33,17,2,0,0,0,1,0,0,1,0
52,34,2,3,1,0,0,0,0,0,1
39,13,2,0,4,0,1,0,0,1,0
49,15,4,1,12,0,0,1,0,2,1
48,15,4,1,12,0,0,1,0,2,1
34,17,2,0,0,0,1,0,0,1,0
49,31,2,3,3,0,0,0,0,0,1
34,18,2,0,0,0,1,0,0,1,0
27,11,1,0,0,0,1,0,0,0,0
49,14,2,0,4,5,1,0,0,1,0
40,33,5,0,0,0,0,0,0,4,1
49,14,2,0,0,0,1,0,0,1,0
26,12,2,0,0,0,1,0,0,1,0
42,16,2,0,4,0,1,0,0,1,0
50,11,1,0,4,5,1,0,0,0,0
26,17,2,0,0,0,1,0,0,1,0
44,14,4,1,11,0,1,1,0,2,1
41,28,2,1,3,1,1,0,1,1,1
24,11,1,0,0,0,1,0,0,0,0
37,16,2,0,0,0,1,0,0,1,0
52,34,2,3,0,0,0,0,0,0,1
39,18,2,0,1,0,1,0,0,1,0
41,33,5,0,2,0,1,0,0,4,1
61,9,1,2,6,4,1,0,0,0,1
28,14,2,0,0,0,1,0,0,1,0
52,17,2,0,0,0,1,0,0,1,0
31,22,2,0,0,0,1,0,0,1,0
41,10,1,0,3,5,1,0,0,0,0
60,11,1,2,5,4,0,0,0,0,1
62,11,1,2,9,4,1,0,0,0,1
43,17,2,0,4,0,1,0,0,1,0
28,14,3,0,0,0,1,0,0,2,0
50,31,2,3,1,0,1,0,0,0,1
33,20,2,0,0,0,1,0,0,1,0
47,40,5,0,0,0,0,0,0,4,1
30,17,2,0,0,0,1,0,0,1,0
25,10,1,0,0,0,0,0,0,0,1
46,27,2,3,0,0,1,0,0,0,1
47,28,2,3,1,0,1,0,0,0,1
46,28,2,3,2,0,0,0,0,0,1
45,27,2,3,0,0,0,0,0,0,1
33,17,1,0,1,0,1,0,0,0,1
35,21,1,1,0,0,0,0,0,0,1
28,14,1,0,1,0,0,0,0,0,1
36,14,2,0,0,2,1,0,0,1,0
27,13,2,0,0,0,1,0,0,1,0
64,13,1,2,10,4,1,0,0,0,1
63,11,1,2,8,4,1,0,0,0,1
45,12,4,1,9,0,1,1,0,2,1
45,14,4,1,11,0,1,1,0,2,1
50,15,2,0,0,0,1,0,0,1,0
34,13,2,0,0,0,1,0,0,1,0
41,34,5,0,1,0,0,0,0,4,1
47,15,4,1,12,0,0,1,0,2,1
26,12,1,0,1,0,0,0,0,0,1
40,32,5,0,2,0,1,0,0,4,1
39,31,5,0,1,0,1,0,0,4,1
34,26,2,0,0,0,1,0,0,1,0
29,15,2,0,0,0,1,0,0,1,0
31,18,2,0,0,0,1,0,0,1,0
61,12,1,2,7,4,0,0,0,0,1
36,24,2,1,2,1,0,0,1,1,1
47,29,2,3,2,0,0,0,0,0,1
35,21,2,0,0,0,1,0,0,1,0
46,28,2,3,1,0,0,0,0,0,1
38,25,2,1,1,1,1,0,1,1,1
22,8,1,0,0,0,1,0,0,0,0
31,14,2,0,0,0,1,0,0,1,0
27,13,1,0,1,0,1,0,0,0,1
32,10,2,0,0,2,1,0,0,1,0
38,12,2,0,4,0,1,0,0,1,0
61,11,1,2,4,4,0,0,0,0,1
32,15,2,0,0,0,1,0,0,1,0
37,25,2,1,2,1,0,0,1,1,1
25,12,2,0,0,0,1,0,0,1,0
30,17,2,0,0,0,0,0,0,1,0
39,18,2,0,0,0,1,0,0,1,0
48,30,2,3,3,0,0,0,0,0,1
46,39,5,0,1,0,0,0,0,4,1
44,14,4,1,11,0,1,1,0,2,1
80,15,2,0,4,5,1,0,0,1,0
67,17,1,2,9,4,0,0,0,0,1
42,30,2,1,0,1,0,0,1,1,1
30,15,2,0,0,0,0,0,0,1,0
32,10,1,0,0,2,1,0,0,0,0
63,12,1,2,9,4,0,0,0,0,1
20,7,1,0,1,0,0,0,0,0,1
48,12,4,1,9,0,0,1,0,2,1
28,13,1,0,1,0,1,0,0,0,1
29,16,2,0,0,0,1,0,0,1,0
30,15,1,1,0,0,1,0,0,0,1
57,18,2,0,5,5,1,0,0,1,0
51,14,2,0,4,5,1,0,0,1,0
53,35,2,3,0,0,0,0,0,0,1
65,14,1,2,8,4,0,0,0,0,1
45,12,4,1,9,0,0,1,0,2,1
44,13,4,1,10,0,0,1,0,2,1
34,20,2,0,0,0,1,0,0,1,0
51,33,2,3,0,0,0,0,0,0,1
36,14,2,0,0,2,1,0,0,1,0
20,7,1,0,1,0,0,0,0,0,1
58,11,1,0,4,5,1,0,0,0,0
38,12,2,0,4,0,1,0,0,1,0
53,14,2,0,4,5,1,0,0,1,0
56,11,3,0,4,5,1,0,0,1,0
34,18,2,0,0,0,1,0,0,1,0
65,15,1,2,7,4,0,0,0,0,1
42,35,5,0,0,0,0,0,0,4,1
42,12,4,1,9,0,0,1,0,2,1
58,8,1,2,8,4,0,0,0,0,1
54,6,1,2,8,4,0,0,0,0,1
45,27,2,3,1,0,0,0,0,0,1
23,9,1,0,0,0,0,0,0,0,1
37,17,2,0,1,0,0,0,0,1,0
57,22,2,0,4,5,1,0,0,1,0
35,21,2,0,0,0,1,0,0,1,0
58,9,1,2,6,4,0,0,0,0,1
24,10,1,0,2,0,1,0,0,0,1
39,17,2,0,0,2,1,0,0,1,0
21,12,2,0,0,0,1,0,0,1,0
57,8,1,2,9,4,0,0,0,0,1
58,18,2,0,4,5,1,0,0,1,0
33,19,2,0,0,0,1,0,0,1,0
56,14,2,0,4,5,1,0,0,1,0
34,13,2,0,0,0,1,0,0,1,0
48,14,4,1,11,0,0,1,0,2,1
39,32,5,0,0,0,0,0,0,4,1
32,15,2,0,0,0,1,0,0,1,0
54,6,1,2,10,4,0,0,0,0,1
32,19,2,0,0,0,1,0,0,1,0
40,18,2,0,0,2,1,0,0,1,0
30,15,1,0,1,0,1,0,0,0,1
59,11,1,2,8,4,0,0,0,0,1
61,13,1,2,7,4,1,0,0,0,1
46,33,2,1,2,1,1,0,1,1,1
60,11,1,2,9,4,0,0,0,0,1
57,12,2,0,4,7,1,0,0,1,0
30,9,1,0,0,0,1,0,0,0,0
38,26,2,1,2,1,0,0,1,1,1
54,14,2,0,4,5,1,0,0,1,0
36,14,3,0,0,0,1,0,0,1,0
49,14,4,1,11,0,0,1,0,2,1
31,17,2,0,0,0,1,0,0,1,0
59,7,1,2,12,4,1,0,0,0,1
45,38,5,0,2,0,0,0,0,4,1
22,14,2,0,0,0,1,0,0,1,0
47,34,2,1,1,1,1,0,1,1,1
33,16,2,0,0,0,1,0,0,1,0
62,13,1,2,8,4,1,0,0,0,1
51,16,2,0,4,5,1,0,0,1,0
34,12,2,0,0,2,1,0,0,1,0
66,17,1,2,10,4,0,0,0,0,1
41,15,3,0,4,0,1,0,0,2,0
59,9,1,2,7,4,0,0,0,0,1
49,14,2,0,0,0,1,0,0,1,0
38,21,2,0,0,0,1,0,0,1,0
51,14,4,1,11,0,0,1,0,2,1
59,11,1,2,9,4,1,0,0,0,1
48,15,4,1,12,0,0,1,0,2,1
46,14,4,1,11,0,0,1,0,2,1
27,10,1,0,0,0,1,0,0,0,0
46,27,2,3,4,0,1,0,0,0,1
39,17,2,0,0,2,1,0,0,1,0
34,13,2,0,0,0,1,0,0,1,0
42,16,2,0,4,0,1,0,0,1,0
24,10,1,0,2,0,0,0,0,0,1
38,26,2,1,1,1,0,0,1,1,1
42,24,2,3,3,0,0,0,0,0,1
62,10,1,2,7,4,1,0,0,0,1
43,21,2,0,1,2,1,0,0,1,0
43,35,5,0,1,0,1,0,0,4,1
54,19,2,0,0,0,1,0,0,1,0
40,15,2,0,4,0,0,0,0,1,0
30,14,2,0,0,0,1,0,0,1,0
45,38,5,0,0,0,0,0,0,4,1
58,12,1,0,4,5,1,0,0,0,0
31,17,2,0,0,0,1,0,0,1,0
39,26,2,1,1,1,1,0,1,1,1
48,15,4,1,12,0,0,1,0,2,1
59,11,1,2,7,4,0,0,0,0,1
32,17,2,0,0,0,0,0,0,1,0
23,14,2,0,0,0,1,0,0,1,0
28,11,2,0,0,0,1,0,0,1,0
37,25,2,1,2,1,0,0,1,1,1
40,28,2,1,2,1,0,0,1,1,1
36,15,2,0,0,0,1,0,0,1,0
28,13,1,0,1,0,1,0,0,0,1
52,14,2,0,4,5,1,0,0,1,0
68,16,3,0,4,5,1,0,0,1,0
47,35,2,1,2,1,0,0,1,1,1
23,7,1,0,0,0,1,0,0,0,0
24,15,2,0,0,0,1,0,0,1,0
51,14,2,0,4,5,1,0,0,1,0
61,9,1,2,6,4,0,0,0,0,1
20,8,1,0,0,0,0,0,0,0,0
51,38,2,1,2,1,1,0,1,1,1
34,17,2,0,0,0,1,0,0,1,0
25,12,2,0,0,0,1,0,0,1,0
28,15,2,0,0,0,1,0,0,1,0
22,14,2,0,0,0,1,0,0,1,0
56,17,2,0,4,5,1,0,0,1,0
38,31,5,0,1,0,0,0,0,4,1
46,39,5,0,1,0,0,0,0,4,1
64,13,1,2,11,4,1,0,0,0,1
51,33,2,3,1,0,0,0,0,0,1
56,14,2,0,4,5,1,0,0,1,0
31,17,2,0,0,0,1,0,0,1,0
39,17,2,0,0,2,1,0,0,1,0
49,13,2,0,4,5,0,0,0,1,0
53,15,2,0,4,5,1,0,0,1,0
28,15,2,0,0,0,1,0,0,1,0
44,22,1,0,0,2,1,0,0,0,0
61,23,2,0,4,5,1,0,0,1,0
37,25,2,1,1,1,0,0,1,1,1
32,16,2,0,0,0,1,0,0,1,0
51,7,1,0,4,5,1,0,0,0,0
25,11,2,0,0,0,1,0,0,1,0
55,16,2,0,4,5,0,0,0,1,0
34,20,2,0,0,0,1,0,0,1,0
27,13,1,0,0,0,1,0,0,0,0
37,15,3,0,0,0,1,0,0,1,0
40,19,2,0,0,0,1,0,0,1,0
43,31,2,1,2,1,0,0,1,1,1
58,18,2,0,4,5,1,0,0,1,0
70,35,3,0,0,0,1,0,0,2,0
20,11,2,0,0,0,1,0,0,1,0
58,9,1,2,10,4,0,0,0,0,1
31,18,2,0,0,0,1,0,0,1,0
60,8,1,2,8,4,1,0,0,0,1
71,19,2,0,4,7,1,0,0,1,0
48,13,2,0,0,0,1,0,0,1,0
56,18,2,0,5,5,1,0,0,1,0
43,21,2,0,0,2,1,0,0,1,0
36,22,2,0,0,0,1,0,0,1,0
44,36,5,0,1,0,1,0,0,4,1
25,11,1,0,0,0,1,0,0,0,0
36,15,1,0,0,2,0,0,0,0,0
54,10,1,0,4,5,1,0,0,0,0
60,10,1,2,7,4,0,0,0,0,1
52,7,2,0,4,5,1,0,0,0,0
29,14,1,0,1,0,0,0,0,0,1
30,13,2,0,0,0,1,0,0,1,0
52,34,2,3,1,0,0,0,0,0,1
36,23,2,0,0,0,1,0,0,1,0
21,8,1,0,1,0,0,0,0,0,1
42,16,2,0,4,0,1,0,0,1,0
44,25,2,3,2,0,1,0,0,0,1
57,10,1,2,7,4,0,0,0,0,1
32,11,3,0,0,0,0,0,0,1,0
48,13,4,1,10,0,1,1,0,2,1
37,21,2,0,1,0,1,0,0,1,0
43,27,2,0,0,0,1,0,0,1,0
52,34,2,3,1,0,0,0,0,0,1
29,15,2,0,0,0,1,0,0,1,0
68,16,2,0,8,5,1,0,0,1,0
28,13,1,0,1,0,0,0,0,0,1
45,15,4,1,12,0,0,1,0,2,1
28,15,2,0,0,0,1,0,0,1,0
33,20,2,0,0,0,1,0,0,1,0
38,22,2,0,0,0,1,0,0,1,0
57,9,1,2,8,4,0,0,0,0,1
60,12,1,2,6,4,1,0,0,0,1
48,14,4,1,11,0,0,1,0,2,1
58,8,1,2,12,4,1,0,0,0,1
42,16,2,0,4,0,1,0,0,1,0
64,12,2,0,4,7,1,0,0,1,0
39,17,2,0,0,2,1,0,0,1,0
27,13,2,0,0,0,1,0,0,1,0
63,11,1,2,8,4,0,0,0,0,1
44,37,5,0,1,0,0,0,0,4,1
60,12,1,2,6,4,0,0,0,0,1
34,18,2,0,0,0,1,0,0,1,0
43,31,2,1,1,1,0,0,1,1,1
37,15,3,0,0,0,1,0,0,1,0
28,11,1,0,1,0,0,0,0,0,1
31,10,1,0,0,0,1,0,0,0,0
29,14,1,0,1,0,0,0,0,0,1
46,38,5,0,2,0,1,0,0,4,1
46,15,4,1,12,0,1,1,0,2,1
52,13,2,0,4,5,1,0,0,1,0
62,15,2,0,4,5,1,0,0,1,0
67,9,1,0,4,5,1,0,0,0,0
54,42,2,1,1,1,0,0,1,1,1
51,33,2,3,0,0,0,0,0,0,1
26,12,2,0,0,0,1,0,0,1,0
50,32,2,3,0,0,0,0,0,0,1
31,10,1,0,0,0,1,0,0,0,0
39,26,2,1,0,1,1,0,1,1,1
66,31,3,0,0,0,1,0,0,2,0
32,16,2,0,0,0,1,0,0,1,0
62,10,1,2,7,4,1,0,0,0,1
51,13,4,1,10,0,0,1,0,2,1
63,18,3,0,4,5,1,0,0,1,0
27,9,1,0,1,0,1,0,0,0,1
28,13,1,0,1,0,0,0,0,0,1
36,10,1,0,4,0,1,0,0,0,0
48,29,2,3,1,0,1,0,0,0,1
47,12,4,1,9,0,0,1,0,2,1
41,19,3,0,0,0,1,0,0,1,0
46,12,4,1,9,0,0,1,0,2,1
25,12,1,0,1,0,0,0,0,0,1
41,34,5,0,1,0,0,0,0,4,1
60,12,1,0,8,5,0,0,0,0,0
58,10,1,2,8,4,0,0,0,0,1
55,16,2,0,4,5,1,0,0,1,0
87,22,2,0,4,5,1,0,0,1,0
51,39,2,1,0,1,0,0,1,1,1
58,15,2,0,4,5,1,0,0,1,0
45,38,5,0,3,0,0,0,0,4,1
30,17,2,0,0,0,1,0,0,1,0
45,27,2,3,1,0,0,0,0,0,1
29,16,1,1,0,0,0,0,0,0,1
45,10,1,0,0,0,1,0,0,0,0
62,14,1,2,6,4,0,0,0,0,1
69,17,2,0,8,5,1,0,0,1,0
20,11,2,0,0,0,1,0,0,1,0
45,23,2,0,0,2,1,0,0,1,0
67,15,2,0,8,5,1,0,0,1,0
36,15,2,0,0,0,1,0,0,1,0
44,18,2,0,4,0,1,0,0,1,0
42,29,2,1,0,1,1,0,1,1,1
45,14,4,1,11,0,1,1,0,2,1
33,19,2,0,0,0,1,0,0,1,0
45,23,2,0,0,2,1,0,0,1,0
25,11,1,0,0,0,1,0,0,0,0
42,16,2,0,4,0,1,0,0,1,0
24,11,1,0,1,0,0,0,0,0,1
42,34,5,0,0,0,1,0,0,4,1
28,14,2,0,0,0,1,0,0,1,0
27,15,2,0,0,0,0,0,0,1,0
32,16,2,0,0,0,1,0,0,1,0
32,18,2,0,0,0,1,0,0,1,0
30,16,2,0,0,0,1,0,0,1,0
42,21,2,0,0,0,1,0,0,1,0
43,30,2,1,1,1,1,0,1,1,1
48,14,4,1,11,0,1,1,0,2,1
50,15,2,0,0,0,1,0,0,1,0
41,34,5,0,3,0,0,0,0,4,1
65,16,1,2,5,4,0,0,0,0,1
48,30,2,3,1,0,0,0,0,0,1
48,40,5,0,2,0,1,0,0,4,1
25,13,2,0,0,0,0,0,0,1,0
61,11,1,2,9,4,0,0,0,0,1
28,15,2,0,0,0,1,0,0,1,0
34,13,2,0,0,0,1,0,0,1,0
48,35,2,1,0,1,1,0,1,1,1
36,28,5,0,0,0,1,0,0,4,1
30,14,2,0,0,0,1,0,0,1,0
49,31,2,3,2,0,0,0,0,0,1
32,15,2,0,0,0,1,0,0,1,0
28,15,1,0,1,0,0,0,0,0,1
67,19,3,0,4,5,1,0,0,1,0
39,32,5,0,1,0,0,0,0,4,1
35,18,2,0,0,0,1,0,0,1,0
23,15,2,0,0,0,1,0,0,1,0
49,31,2,3,1,0,0,0,0,0,1
23,16,2,0,0,0,0,0,0,1,0
41,28,2,1,2,1,1,0,1,1,1
62,12,1,2,11,4,0,0,0,0,1
50,15,2,0,0,0,1,0,0,1,0
45,38,5,0,0,0,0,0,0,4,1
49,15,2,0,4,5,1,0,0,1,0
35,13,3,0,0,0,1,0,0,1,0
25,12,1,0,0,0,0,0,0,0,1
25,13,2,0,0,0,0,0,0,1,0
29,16,2,0,0,0,1,0,0,1,0
24,15,2,0,0,0,1,0,0,1,0
40,14,2,0,4,0,1,0,0,1,0
31,18,2,0,0,0,0,0,0,1,0
33,19,1,0,1,0,0,0,0,0,1
24,9,1,0,1,0,0,0,0,0,1
29,22,2,0,0,0,0,0,0,1,0
46,39,5,0,1,0,0,0,0,4,1
25,16,2,0,0,0,1,0,0,1,0
33,16,2,0,0,0,1,0,0,1,0
41,33,5,0,1,0,1,0,0,4,1
36,14,2,0,0,2,1,0,0,1,0
27,18,2,0,0,0,1,0,0,1,0
23,10,1,0,1,0,0,0,0,0,1
61,12,1,2,10,4,0,0,0,0,1
29,13,2,0,0,0,1,0,0,1,0
38,16,3,0,0,0,1,0,0,1,0
44,37,5,0,2,0,0,0,0,4,1
64,13,1,2,7,4,0,0,0,0,1
45,27,2,3,1,0,0,0,0,0,1
40,33,5,0,1,0,0,0,0,4,1
26,11,1,0,1,0,0,0,0,0,1
31,17,3,0,0,0,1,0,0,2,0
65,13,1,0,4,7,1,0,0,0,0
25,12,1,0,1,0,0,0,0,0,1
44,36,5,0,3,0,1,0,0,4,1
24,16,2,0,0,0,1,0,0,1,0
38,30,5,0,1,0,1,0,0,4,1
26,12,2,0,0,0,1,0,0,1,0
62,17,2,0,4,7,1,0,0,1,0
47,15,4,1,12,0,1,1,0,2,1
48,26,2,0,0,2,1,0,0,1,0
50,31,2,3,1,0,1,0,0,0,1
32,10,3,0,0,0,1,0,0,1,0
47,14,4,1,11,0,1,1,0,2,1
56,9,1,2,9,4,0,0,0,0,1
32,19,2,0,0,0,1,0,0,1,0
42,34,5,0,3,0,1,0,0,4,1
29,15,2,0,0,0,1,0,0,1,0
44,26,2,3,4,0,0,0,0,0,1
30,16,2,0,0,0,1,0,0,1,0
19,12,2,0,0,0,0,0,0,1,0
22,14,2,0,0,0,1,0,0,1,0
39,13,2,0,4,0,1,0,0,1,0
51,33,2,3,1,0,0,0,0,0,1
47,14,4,1,11,0,0,1,0,2,1
47,17,2,0,3,5,1,0,0,1,0
20,12,1,0,0,0,1,0,0,0,0
56,14,3,0,4,5,1,0,0,2,0
49,15,4,1,12,0,0,1,0,2,1
21,13,2,0,0,0,1,0,0,1,0
41,34,5,0,3,0,0,0,0,4,1
61,12,1,2,8,4,0,0,0,0,1
52,39,2,1,0,1,1,0,1,1,1
34,20,2,0,0,0,1,0,0,1,0
38,16,2,0,0,2,1,0,0,1,0
46,14,4,1,11,0,0,1,0,2,1
22,7,1,0,1,0,1,0,0,0,1
23,9,1,0,0,0,0,0,0,0,1
27,19,2,0,0,0,1,0,0,1,0
66,12,1,2,9,4,1,0,0,0,1
27,19,2,0,0,0,1,0,0,1,0
46,11,4,1,8,0,0,1,0,2,1
30,14,2,0,0,0,0,0,0,1,0
25,16,2,0,0,0,1,0,0,1,0
42,30,2,1,0,1,0,0,1,1,1
37,23,2,0,0,0,1,0,0,1,0
59,8,1,2,9,4,1,0,0,0,1
51,32,2,3,2,0,1,0,0,0,1
46,38,5,0,2,0,1,0,0,4,1
39,18,2,0,0,0,1,0,0,1,0
57,7,1,2,7,4,1,0,0,0,1
61,13,1,2,9,4,0,0,0,0,1
26,12,2,0,0,0,1,0,0,1,0
39,27,2,1,1,1,0,0,1,1,1
32,23,2,0,0,0,1,0,0,1,0
45,37,5,0,0,0,1,0,0,4,1
36,23,2,1,0,1,1,0,1,1,1
48,30,2,3,0,0,0,0,0,0,1
27,9,1,0,1,0,1,0,0,0,1
63,15,3,0,4,5,1,0,0,1,0
36,22,2,0,0,0,1,0,0,1,0
42,16,2,0,4,0,1,0,0,1,0
62,11,1,2,8,4,0,0,0,0,1
28,13,1,0,1,0,0,0,0,0,1
38,16,3,0,0,0,1,0,0,1,0
27,11,1,0,0,0,1,0,0,0,1
21,7,1,0,0,0,1,0,0,0,0
53,15,2,0,4,5,1,0,0,1,0
38,16,3,0,0,0,1,0,0,1,0
36,16,2,0,0,0,0,0,0,1,0
27,11,2,0,0,0,1,0,0,1,0
41,29,3,1,0,1,0,0,1,2,1
60,11,1,2,7,4,0,0,0,0,1
56,43,2,1,1,1,1,0,1,1,1
47,15,4,1,12,0,1,1,0,2,1
50,14,4,1,11,0,0,1,0,2,1
44,13,2,0,4,5,1,0,0,1,0
60,11,1,2,9,4,1,0,0,0,1
48,29,2,3,2,0,1,0,0,0,1
36,20,2,0,0,0,1,0,0,1,0
62,15,2,0,4,5,1,0,0,1,0
43,13,4,1,10,0,0,1,0,2,1
27,14,2,0,0,0,1,0,0,1,0
34,13,2,0,0,0,1,0,0,1,0
31,18,2,0,0,0,1,0,0,1,0
27,13,2,0,0,0,1,0,0,1,0
57,11,1,0,4,5,1,0,0,0,0
40,18,3,0,0,0,1,0,0,1,0
47,14,4,1,11,0,1,1,0,2,1
49,31,2,3,1,0,0,0,0,0,1
24,15,2,0,0,0,1,0,0,1,0
45,9,1,0,3,5,1,0,0,0,0
59,10,1,2,11,4,0,0,0,0,1
31,15,2,0,0,0,1,0,0,1,0
75,18,2,0,3,5,1,0,0,1,0
47,14,4,1,11,0,0,1,0,2,1
44,32,2,1,1,1,0,0,1,1,1
51,39,2,1,2,1,0,0,1,1,1
49,31,2,3,2,0,0,0,0,0,1
28,15,2,0,0,0,1,0,0,1,0
47,29,2,3,0,0,0,0,0,0,1
52,18,2,0,4,5,1,0,0,1,0
40,14,2,0,4,0,1,0,0,1,0
22,8,1,0,0,0,1,0,0,0,0
59,10,1,2,7,4,1,0,0,0,1
26,17,1,0,0,0,1,0,0,0,0
69,21,2,0,4,7,1,0,0,1,0
49,14,4,1,11,0,1,1,0,2,1
46,33,2,1,1,1,1,0,1,1,1
26,13,1,0,1,0,0,0,0,0,1
61,11,1,2,7,4,0,0,0,0,1
39,27,2,1,1,1,0,0,1,1,1
29,15,2,0,0,0,1,0,0,1,0
35,14,2,0,0,0,1,0,0,1,0
63,12,1,2,5,4,0,0,0,0,1
48,15,4,1,12,0,1,1,0,2,1
